location_name,lower_prob,mean_prob,upper_prob,lower_prob_sept,mean_prob_sept,upper_prob_sept
Rhode Island,0.0011419383949380806,0.009009865381111822,0.025571193389222372,0.0012516743584104005,0.010945654975027396,0.026794997172823996
South Carolina,0.0054179160077642684,0.01371245810118799,0.02665550562723041,0.012484976831107728,0.019065003416387078,0.026155968267027457
South Dakota,0.013321856218045599,0.03487355014757098,0.07003961413380748,0.010015412718346843,0.01940764746642492,0.03060879954875268
Tennessee,0.008174864925099288,0.021456544378573455,0.04333960812830366,0.016370017808888748,0.02387691761844112,0.03245298772589482
Texas,0.005449699045185072,0.013447007352527072,0.02490807573668826,0.012502676673283352,0.018330785500188802,0.02479651420144813
Utah,0.0032737172476994393,0.008904124757716726,0.016953754540764414,0.004738193700603689,0.007459603338534067,0.009980916780569178
Vermont,8.718102402446196e-05,0.00033498186666752137,0.0011987390803363518,8.718102402446196e-05,0.0002833383280795014,0.0007065829686100237
Virginia,0.0013725000202096673,0.009418443096430338,0.02751145829562326,0.0028697405512189715,0.010389397528140935,0.020726188413381776
Washington,0.0007391666567081114,0.006274832095473961,0.01902984716922484,0.0013176678910655736,0.0064992705741236285,0.013727750343964125
West Virginia,0.004275625827568832,0.010183274586292307,0.019274088565279526,0.006344164290094506,0.009109283446056602,0.01233103367078705
Wisconsin,0.009700097072804946,0.023336593424674288,0.04547249483635195,0.00537845512718564,0.00955091976997936,0.014327457382943285
Wyoming,0.004128013560048311,0.008556238434305127,0.01488637757684978,0.003314332908861893,0.004698587840534661,0.006015327623414927
International,0.0030748556503315118,0.010284894513153156,0.023915061295742123,0.005967632085591469,0.011252040935293459,0.01831211813932337
